번호,야영장명,사업주체_구분,도,시군구,주소,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
1822,팔공산국립공원 도학 야영장,지자체,대구광역시,동구,대구 동구 팔공산로237길 47 (도학동),0,29,0,0,0,0,3,3,0,3,4,0,0,0,0,2015-06-04,개별,"전기,온수",산책로,18,0,70,0,"봄꽃여행,가을단풍명소,걷기길",,불가능
1823,동강아름캠프,민간,강원도,영월군,강원 영월군 김삿갓면 영월동로 2435,10,0,0,0,0,,6,0,0,7,0,0,10,0,0,2016-07-27,개별,"전기,무선인터넷,장작판매,온수",어린이놀이시설,7,0,0,0,여름물놀이,,불가능
1824,동강전망휴양림오토캠핑장,지자체,강원도,정선군,강원 정선군 신동읍 동강로 916-212,0,67,0,0,0,,4,0,0,5,0,0,67,0,0,,개별,"전기,온수",산책로,38,0,0,0,"일몰명소,가을단풍명소",,불가능
1825,동물카라반,민간,경기도,가평군,경기 가평군 상면 임초밤안골로 313,3,0,5,3,0,,4,3,0,8,6,0,3,5,0,2015-10-19,개별,"전기,무선인터넷,온수,트렘폴린,물놀이장,마트.편의점","계곡 물놀이,산책로,수영장",8,0,0,8,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견)
1826,동산계곡 야영장,민간,대구광역시,군위군,경북 군위군 부계면 원효길 129-9,4,0,0,4,0,,0,0,0,0,0,0,0,0,0,2018-06-29,,,,0,0,0,0,,,불가능
1827,두산 캠핑장,민간,강원도,영월군,강원특별자치도 영월군 무릉도원면 새막골길 165-13,0,30,0,0,8,0,9,9,5,11,10,8,0,0,0,2015-07-14,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설,마트.편의점","계곡 물놀이,산책로",5,0,0,0,,"릴선,화로대",불가능
1828,마장호수 휴 캠핑장,민간,경기도,파주시,경기도 파주시 광탄면 기산리 459-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-29,,,,0,0,0,0,,,불가능
1829,하얀숲 오토&글램핑,민간,경기도,포천시,경기 포천시 관인면 담터길 123,58,0,6,0,0,0,0,0,0,0,0,0,58,0,0,2015-05-29,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,강/물놀이,농어촌체험시설,어린이놀이시설",35,0,1,6,"일출명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1830,계곡메사 오토캠핑장펜션,민간,경기도,포천시,경기도 포천시 이동면 도평리 498-1  등 8필지,0,70,0,0,0,,6,0,0,10,0,0,0,0,0,2017-11-22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,마트.편의점","계곡 물놀이,산책로,수영장,어린이놀이시설",30,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소","텐트,릴선,화로대,난방기구,침낭",불가능
1831,메이 더 카라반,민간,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 일주동로 1626 ,0,0,0,8,0,,0,0,0,0,0,0,0,0,0,2014-08-22,개별,,,9,0,0,0,"일출명소,일몰명소",,불가능
1832,제이스글램핑,민간,부산광역시,기장군,부산 기장군 일광읍 이천8길 132-20,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,2016-07-08,개별,"전기,무선인터넷,온수,트렘폴린,산책로","수영장,어린이놀이시설",8,0,0,8,"액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1833,몽산포 자동차 야영장,국립공원,충청남도,태안군,충청남도 태안군 남면 몽산포길 54 ,0,155,0,0,0,,5,0,0,5,0,0,155,0,0,2015-08-03,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,마트.편의점","산책로,낚시,해수욕",0,0,0,0,"일몰명소,낚시,여름물놀이,걷기길",,불가능
1834,무녀도캠핑장,국립공원,전라북도,군산시,전북 군산시 옥도면 무녀도2길 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,개별,,,0,0,0,0,,,불가능
1835,무창포오토캠핑장,민간,충청남도,보령시,충청남도 보령시 웅천읍 관당리 806-9번지  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-22,개별,"전기,물놀이장",,0,0,0,0,,,불가능
1836,밀양아리랑 오토캠핑장,국립공원,경상남도,밀양시,경상남도 밀양시 하남읍 명례리 1046-2,0,200,0,0,0,0,8,0,0,8,0,0,200,0,0,2012-10-30,개별,"전기,무선인터넷,온수,산책로,운동장",산책로,0,0,0,0,,,가능
1837,바다의 별 관광농원,민간,경기도,안산시,경기 안산시 단원구 부흥로 359-14 (대부남동),0,0,0,8,0,,6,8,6,9,8,10,20,6,4,2018-08-22,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점",농어촌체험시설,0,0,0,0,,,불가능
1838,바다풍경카라반,민간,충청남도,태안군,충청남도 태안군 원북면 방갈리 515-102,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-06-19,,,,0,0,0,0,,,불가능
1839,밤골야영장,민간,강원도,영월군,강원 영월군 무릉도원면 무릉법흥로 940,22,0,0,0,0,0,6,0,0,8,0,0,22,0,0,2016-07-20,개별,"장작판매,산책로,마트.편의점","계곡 물놀이,산책로,강/물놀이",30,0,0,0,"여름물놀이,가을단풍명소,걷기길",,불가능
1840,백담고을캠핑장,민간,강원도,인제군,강원 인제군 북면 백담로 128,33,0,0,0,0,,5,0,0,7,0,0,33,0,0,2018-12-11,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",계곡 물놀이,30,0,0,0,"가을단풍명소,겨울눈꽃명소","릴선,화로대",불가능
1841,중복제거,민간,,,전남 무안군 일로읍 백련로 527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-04-27,개별,"전기,물놀이장,산책로,운동장,운동시설",,0,0,0,0,,,불가능
1842,별밤펜션 캠핑장,민간,충청북도,영동군,충북 영동군 상촌면 물한계곡로 896,0,10,0,0,0,,0,0,0,0,0,0,10,0,0,2018-03-12,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동장,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",5,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대",가능(소형견)
1843,별빛캠핑장,민간,강원도,영월군,강원도 영월군 양지마을길 38-11 ,10,0,0,0,0,0,8,0,0,6,0,0,10,0,0,2016-08-25,개별,"전기,무선인터넷,장작판매,온수,산책로","계곡 물놀이,산책로",10,0,0,0,"여름물놀이,가을단풍명소","릴선,일산화탄소감지기",가능
1844,별자리 농원,민간,경기도,양평군,경기 양평군 서종면 서정로 361-3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-04-23,,"전기,온수,운동시설",,0,0,0,0,,,불가능
1845,부산 송도오토캠핑장,민간,부산광역시,서구,부산시 서구 송도해변로 36,0,12,0,20,0,,5,5,0,6,5,0,5,7,0,2017-06-20,개별,"전기,무선인터넷,온수,운동시설","산책로,수상레저,낚시,해수욕",0,0,0,0,"일출명소,수상레저,낚시,액티비티,여름물놀이,걷기길",,불가능
1846,분지울작은캠프장,민간,경기도,양평군,경기도 양평군 단월면 명성리 98-1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-10-15,,,,0,0,0,0,,,불가능
1847,비체올린,민간,제주특별자치도,제주시,제주특별자치도 제주시 한경면 판조로 253-6,16,3,0,0,0,0,7,0,0,12,0,0,17,0,0,2015-06-08,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",,17,0,0,0,,,불가능
1848,산골캠핑장,민간,강원도,영월군,강원 영월군 무릉도원면 백년계곡길 158,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-10-25,개별,,,0,0,0,0,,,불가능
1849,산수골캠핑장,민간,경기도,용인시,경기도 용인시 처인구 이동면 원천로41번길 81 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-02-03,개별,"전기,마트.편의점",,0,0,0,0,,,불가능
1850,산중오토캠핑장,민간,경상남도,거창군,경상남도 거창군 북상면 송계사길 63-107,0,10,0,0,0,,8,0,0,9,0,0,10,0,0,2018-11-06,개별,"전기,장작판매,온수,물놀이장,산책로,운동장","산책로,청소년체험시설,농어촌체험시설",15,2,5,0,"일출명소,봄꽃여행,여름물놀이,가을단풍명소,걷기길","릴선,화로대",불가능
1851,새연카라반리조트,민간,경기도,가평군,경기 가평군 조종면 운악청계로333번길 86,0,0,0,26,0,,0,0,0,0,0,0,0,0,0,2015-08-07,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","계곡 물놀이,산책로,운동장,강/물놀이,농어촌체험시설",26,0,0,26,"일몰명소,액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",화로대,가능(소형견)
1852,샛별글램핑,민간,충청남도,태안군,충남 태안군 안면읍 샛별길 238-10,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-06-14,개별,"전기,온수,물놀이장,산책로",,0,0,0,0,,,불가능
1853,서산글램핑,지자체,충청남도,서산시,충남 서산시 대산읍 오지검은고지길 1-10,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-07-07,개별,"전기,물놀이장,산책로,운동시설",,0,0,0,0,,,불가능
1854,성주산 자연휴양림,국립공원,충청남도,보령시,충청남도 보령시 성주면 화장골길 57-230 ,52,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-06-03,개별,"온수,물놀이장,산책로,마트.편의점","계곡 물놀이,산책로",0,0,0,0,가을단풍명소,,불가능
1855,무창포솔원캠핑장,민간,충청남도,보령시,충청남도 보령시 웅천읍  삼정골길 102 ,0,35,0,0,0,,11,10,5,10,8,8,13,15,3,2015-06-09,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로","산책로,수상레저,낚시,해수욕,농어촌체험시설",12,0,0,0,"일몰명소,수상레저,낚시,여름물놀이",,불가능
1856,수락 캠핑장,민간,경기도,의정부시,경기도 의정부시 산곡동 603번지,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-08-24,,,,0,0,0,0,,,불가능
1857,숲속의하모니,민간,충청북도,괴산군,충북 괴산군 청천면 후평도원로 153-6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-11-01,,,,0,0,0,0,,,불가능
1858,스톤밸리캠핑장,민간,경기도,양주시,경기 양주시 칠봉산로228번길 126-5 (봉양동),16,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-11-05,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","산책로,운동장,강/물놀이",16,2,2,2,,"릴선,화로대",가능(소형견)
1859,시크릿가든펜션&캠핑,민간,경기도,포천시,경기 포천시 신북면 깊이울로 119,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-03-08,,,,0,0,0,0,,,불가능
1860,아라야영장,민간,경상북도,성주군,경상북도 성주군 금수면 사더래길 116 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-07-29,개별,"전기,무선인터넷,온수,물놀이장,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",0,0,0,0,,,불가능
1861,아프리카예술박물관 캠핑장,민간,경기도,포천시,경기도 포천시 소흘읍 무림리 41,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-09-14,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",,0,0,0,0,,,불가능
1862,야인시대캠핑장,지자체,경기도,부천시,경기도 부천시 원미구 상동 길주로 1 ,96,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-04-23,개별,산책로,"산책로,청소년체험시설",0,0,0,0,,,불가능
1863,얼음골애플 오토캠핑장,민간,경상남도,밀양시,경남 밀양시 산내면 얼음골옛길 92-37,0,20,0,2,0,,6,0,0,8,0,0,20,0,0,2016-10-14,개별,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","계곡 물놀이,산책로",15,0,0,0,,,불가능
1864,엄둔솔밭빌리지,민간,강원도,영월군,강원도 영월군 수주면 도원운학로 376 ,12,0,0,0,0,,5,0,0,0,0,0,12,0,0,2015-10-13,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,9,0,0,0,,,불가능
1865,에코프라미스,민간,경기도,가평군,경기도 가평군 설악면 설곡리 471-2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-09-07,개별,,,0,0,0,0,,,불가능
1866,엘림펜션 오토캠핑장,민간,충청북도,제천시,충청북도 제천시 덕산면 월악산로2길 70-17 ,10,0,0,0,0,,5,0,0,6,0,0,10,0,0,2018-07-31,개별,"전기,장작판매,온수,물놀이장,산책로,운동시설","계곡 물놀이,산책로,낚시,해수욕",5,0,0,0,,,가능
1867,더엠캠프,민간,경기도,가평군,경기도 가평군 설악면 천안리 714-1번지 외 8필지,16,0,3,0,0,,11,0,0,4,0,0,16,0,0,2018-04-26,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점","계곡 물놀이,낚시",50,17,17,3,"일출명소,일몰명소,낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소","릴선,화로대,난방기구,식기,침낭",불가능
1868,여월농업공원 캠핑장,국립공원,경기도,부천시,경기도 부천시 오정구 여월동 ,25,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-04-28,개별,놀이터,산책로,0,0,0,0,,,가능
1869,연포 제1야영장,민간,충청남도,태안군,충청남도 태안군 근흥면 도황리 1526-184,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2019-06-27,개별,,,0,0,0,0,,,불가능
1870,영주호오토캠핑장,민간,경상북도,영주시,경상북도 영주시 평은면 문평로 758-24,0,130,0,18,0,,0,0,0,0,0,0,0,0,0,2018-05-04,개별,"전기,무선인터넷,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",산책로,88,0,0,18,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
1871,오름새,민간,경기도,여주시,경기도 여주시 산북면 송현길 111-31,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-08-19,개별,전기,,0,0,0,0,,,불가능
1872,와룡자연휴양림 일반야영장,지자체,전라북도,장수군,전북특별자치도 장수군 천천면 비룡로 632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-07,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",,0,0,0,0,,,불가능
1873,와룡자연휴양림 자동차야영장,지자체,전라북도,장수군,전라북도 장수군 천천면 비룡리 632 ,100,18,0,0,5,0,7,3,0,5,3,0,18,100,0,2015-07-10,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","계곡 물놀이,산책로,운동장,수영장",68,0,5,0,"여름물놀이,가을단풍명소,걷기길",,불가능
1874,왕피천모래언덕 펜션/캠핑장,민간,경상북도,울진군,경북 울진군 근남면 왕피천로 534-1,0,20,0,0,0,0,7,0,0,10,0,0,20,0,0,2015-05-01,개별,"전기,장작판매,온수,물놀이장,산책로,운동장","계곡 물놀이,산책로",10,0,4,3,"여름물놀이,가을단풍명소,걷기길",,불가능
1875,연몽캠핑장,민간,경기도,연천군,경기 연천군 전곡읍 양원로 108-37,8,0,6,3,0,,6,4,0,6,4,0,3,5,0,2022-07-18,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설","계곡 물놀이,낚시",18,0,0,9,여름물놀이,,불가능
1876,용인반딧불캠핑장,민간,경기도,용인시,경기도 용인시 처인구 원삼면 보개원삼로1517번길 153 ,13,0,0,0,0,0,4,0,0,5,0,0,13,0,0,2016-01-20,개별,"전기,장작판매,온수",,6,1,0,0,봄꽃여행,,불가능
1877,용인밤골캠핑장,민간,경기도,용인시,경기도 용인시 처인구 원삼면 죽양대로1650번길 2-23 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-10-31,,,,0,0,0,0,,,불가능
1878,용천토리 오토캠핑장,민간,경상북도,경주시,경북 경주시 산내면 대현길 390,0,18,0,0,0,,8,8,9,9,8,10,6,6,6,2018-06-11,개별,"전기,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",10,1,1,0,"여름물놀이,가을단풍명소",,불가능
1879,용추밸리 캠프 야영장,민간,경상남도,함양군,경남 함양군 안의면 매바위길 14,0,24,0,0,0,,0,0,0,0,0,0,0,0,0,2017-12-26,개별,"물놀이장,운동시설","계곡 물놀이,산책로",0,1,1,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
1880,운산리 구라이골 캠핑장,민간,경기도,포천시,경기 포천시 창수면 창동로 497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-27,개별,,,0,0,0,0,,,불가능
1881,워렉스 캠핑랜드,민간,전라남도,화순군,전라남도 화순군 한천면 죽헌로 376-37,35,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-12-13,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설","산책로,운동장,강/물놀이",0,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1882,월계수 캠핑장,민간,경상북도,경주시,경상북도 경주시 산내면 문복로 758 ,0,0,0,0,0,0,7,0,0,8,0,0,27,0,0,2017-12-21,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","계곡 물놀이,산책로,낚시,강/물놀이,수영장,어린이놀이시설",0,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","화로대,난방기구,식기",가능
1883,월성오토캠핑장,민간,경상남도,거창군,경남 거창군 북상면 덕유월성로 1588-9,0,22,0,0,0,,0,0,0,0,0,0,0,0,0,2017-12-20,개별,"전기,무선인터넷,장작판매,온수","계곡 물놀이,산책로",12,0,1,2,,화로대,가능(소형견)
1884,유명산글램핑,민간,경기도,가평군,경기도 가평군 설악면 가일리 234,0,0,24,0,0,,6,0,0,6,0,0,24,0,0,2016-09-23,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점","계곡 물놀이,산책로",8,0,0,24,"일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",침낭,불가능
1885,은빛물결캠핑장,민간,경기도,가평군,경기 가평군 조종면 대보간선로 260,60,0,0,0,0,0,7,0,0,10,0,0,60,0,0,2015-05-29,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동시설,마트.편의점","계곡 물놀이,운동장,낚시,강/물놀이,수영장",50,10,10,5,"일출명소,일몰명소,낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,가능(소형견)
1886,의령나루캠프,민간,경상남도,의령군,경남 의령군 화정면 화정로14길 16-5,0,16,0,0,0,,10,0,0,10,0,0,16,0,0,2017-11-22,개별,"전기,무선인터넷,온수,물놀이장",,16,0,0,0,,,가능
1887,의풍분교 온달캠프장,국립공원,충청북도,단양군,충청북도 단양군 영춘면 의풍리 760 ,16,4,0,2,0,,4,4,0,7,5,0,0,0,0,2015-05-11,개별,"무선인터넷,장작판매,온수,트렘폴린,놀이터,산책로,운동장,마트.편의점","계곡 물놀이,산책로,청소년체험시설",20,0,0,0,"여름물놀이,가을단풍명소",,가능(소형견)
1888,입화산 참살이숲 제2오토야영장,국립공원,울산광역시,중구,울산 중구 길촌길 331-1 (다운동),0,12,0,0,0,0,5,0,0,6,0,0,12,0,0,2018-12-03,불가,"전기,온수,물놀이장,산책로,운동시설","산책로,청소년체험시설,어린이놀이시설",0,0,0,0,"액티비티,걷기길",,불가능
1889,자연속 캠핑장,민간,경상북도,청도군,경상북도 청도군 운문면 운문로 1398 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-08-25,,"전기,무선인터넷,장작판매,온수,운동시설",,0,0,0,0,,,불가능
1890,장기 카라반,민간,경상북도,포항시,경상북도 포항시 남구 장기면 방산리 825-1 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-04-06,,운동시설,,0,0,0,0,,,불가능
1891,정원캠핑장,민간,강원도,강릉시,강원특별자치도 강릉시 주문진읍 신리천로 1191-13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-07-11,개별,"전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점","계곡 물놀이,산책로",1,1,1,1,"액티비티,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,가능(소형견)
1892,제이원빌리지,민간,경상남도,진주시,경상남도 진주시 내동면 내축로 563번길 27-3,0,0,7,0,0,,6,6,0,9,7,0,2,5,0,2018-03-07,개별,"전기,무선인터넷,온수,물놀이장,운동시설,마트.편의점","강/물놀이,농어촌체험시설",12,0,8,12,여름물놀이,,가능(소형견)
1893,제천 명암 오토캠핑장,민간,충청북도,제천시,충청북도 제천시 봉양읍 명암로 5길 1,0,19,0,0,0,,10,0,0,8,0,0,19,0,0,2018-07-16,개별,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","계곡 물놀이,산책로,낚시,강/물놀이",10,1,1,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,화로대",가능(소형견)
1894,제천 모노레일 글램핑,민간,충청북도,제천시,충북 제천시 청풍면 청풍명월로 898,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,2018-07-10,개별,"전기,무선인터넷,장작판매,온수,운동시설,마트.편의점","계곡 물놀이,산책로,낚시,어린이놀이시설",10,1,1,10,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
1895,제천공전자연캠핑장,민간,충청북도,제천시,충북 제천시 봉양읍 의암로 345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-20,,,,0,0,0,0,,,불가능
1896,조은자리 캠핑장,민간,경상북도,청도군,경북 청도군 운문면 신원리 398번지,26,0,0,0,0,,0,0,0,0,0,0,26,0,0,2017-09-05,개별,"전기,무선인터넷,온수,트렘폴린,물놀이장,운동시설,마트.편의점","계곡 물놀이,산책로",13,0,0,0,여름물놀이,,불가능
1897,주노글램핑 인 광주,민간,광주광역시,서구,광주 서구 상무자유로 29-1 (치평동),0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-06-15,,,,0,0,0,0,,,불가능
1898,죽도해수욕장 야영장,지자체,강원도,양양군,강원도 양양군 현남면 시변리 12-4,39,0,3,0,0,,4,0,0,7,0,0,39,0,0,2022-07-08,개별,"전기,무선인터넷","수상레저,해수욕",40,0,0,0,"일출명소,수상레저,여름물놀이",,불가능
1899,영월지구별캠프,민간,강원도,영월군,강원 영월군 무릉도원면 무릉법흥로 1104,30,0,0,0,0,0,7,7,7,10,8,7,3,4,2,2020-06-01,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,20,0,0,0,"여름물놀이,가을단풍명소","릴선,화로대",불가능
1900,지니어스 관광농원,민간,경기도,포천시,경기도 포천시 이동면 여우고개로 588,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018-05-23,,,,0,0,0,0,,,불가능
