번호,야영장명,사업주체_구분,도,시군구,주소,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
1349,청송캠핑장,민간,강원도,영월군,강원 영월군 무릉도원면 무릉법흥로 1278-8,50,0,0,0,0,0,7,0,0,8,0,0,50,0,0,2015-07-30,개별,"전기,무선인터넷,온수,운동시설",계곡 물놀이,25,0,0,0,여름물놀이,,가능(소형견)
1350,청암관광농원,민간,경기도,이천시,경기 이천시 부발읍 황무로1720번길 74,47,0,15,0,0,0,10,0,0,10,0,0,47,0,0,2015-06-22,개별,"전기,장작판매,온수,물놀이장,산책로,운동장,마트.편의점",,50,2,0,20,가을단풍명소,"릴선,일산화탄소감지기",불가능
1351,청암산오토캠핑장,지자체,전라북도,군산시,전라북도 군산시 옥산면 대위로 50,0,0,0,3,27,0,10,0,0,8,0,0,27,0,0,2024-08-30,개별,"전기,장작판매,온수,물놀이장,산책로,운동장,운동시설,마트.편의점",산책로,37,1,0,3,"여름물놀이,걷기길",,불가능
1352,청양 동강리 오토캠핑장,지자체,충청남도,청양군,충남 청양군 청남면 금강변로 868-135,0,42,0,0,0,0,10,5,0,10,8,0,18,24,0,2016-06-09,개별,"전기,무선인터넷,온수,산책로","산책로,어린이놀이시설",88,0,0,0,걷기길,,불가능
1353,청옥산깨비마을 야영장,민간,강원도,평창군,강원 평창군 미탄면 수리재길 21,0,5,0,3,0,0,6,0,0,4,0,0,5,0,0,2015-07-09,개별,"전기,놀이터,운동장",청소년체험시설,6,0,0,3,,,불가능
1354,청옥야영장,민간,경상북도,봉화군,경북 봉화군 소천면 청옥로 167,15,0,0,0,0,,6,0,0,6,0,0,15,0,0,2017-07-24,개별,전기,계곡 물놀이,5,0,0,0,여름물놀이,,가능(소형견)
1355,청운오토캠핑장,지자체,경기도,양평군,경기 양평군 청운면 수풀길 37,33,0,0,0,0,,4,0,0,4,0,0,32,0,0,2015-05-28,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설",,30,0,0,0,가을단풍명소,,불가능
1356,청일관광농원,민간,강원도,횡성군,강원도 횡성군 청일면 속실길 20 ,30,0,0,0,0,,6,0,0,8,0,0,30,0,0,2017-02-15,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",계곡 물놀이,15,0,0,0,"여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
1357,청자촌 오토캠핑장,지자체,전라남도,강진군,전남 강진군 대구면 청자촌길 42-5,0,0,0,20,56,,5,10,0,7,10,0,35,21,0,2016-08-04,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설","산책로,수상레저,낚시,청소년체험시설",35,1,0,20,,,불가능
1358,청주키즈캠핑장,민간,충청북도,청주시,충북 청주시 상당구 낭성면 갈산1길 19,43,0,0,0,0,,7,0,0,11,0,0,0,0,0,2016-11-23,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설,마트.편의점","계곡 물놀이,산책로",22,0,0,0,여름물놀이,,불가능
1359,청천 화양동관광농원 초롱이캠핑장,민간,충청북도,괴산군,충청북도 괴산군 청천면 다보길 8 ,48,0,0,0,0,0,10,7,6,6,4,4,24,12,12,2017-02-21,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설",,24,0,0,0,여름물놀이,,가능(소형견)
1360,청천수목원 야영장,민간,충청북도,괴산군,충청북도 괴산군 청천면 도원1길 68 ,30,20,0,0,0,,0,0,0,0,0,0,0,0,0,2015-05-14,개별,"전기,장작판매,온수,놀이터,산책로,운동장,운동시설","계곡 물놀이,산책로,낚시,강/물놀이",4,2,0,0,,,가능(소형견)
1361,청평다감캠핑장,민간,경기도,가평군,경기도 가평군 호반로 886 ,7,0,0,0,0,,4,0,0,6,0,0,7,0,0,2016-08-01,개별,"전기,무선인터넷,장작판매,물놀이장,운동시설","수상레저,어린이놀이시설",5,0,0,0,"일출명소,수상레저,낚시,액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소","릴선,화로대,침낭",가능(소형견)
1362,청포대카라반빌리지 ,지자체,충청남도,태안군,충청남도 태안군 남면 양잠리 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-05-03,,,,0,0,0,0,,,가능
1363,청풍명월 캠핑장,지자체,경기도,파주시,경기 파주시 탄현면 방촌로955번길 237,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-03-04,개별,"전기,장작판매,온수,물놀이장,운동시설",산책로,9,0,0,0,"봄꽃여행,가을단풍명소","텐트,릴선,화로대,난방기구,식기,침낭",불가능
1364,청풍월드니스글램핑,민간,충청북도,제천시,충북 제천시 청풍면 청풍호로49길 47,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-25,개별,"전기,온수,물놀이장,놀이터,산책로","산책로,수상레저,강/물놀이",0,0,0,0,"여름물놀이,가을단풍명소,걷기길",,불가능
1365,청풍호오토캠핑장,지자체,충청북도,제천시,충북 제천시 금성면 청풍호로39길 103,0,34,0,3,0,,7,0,0,7,0,0,34,0,0,2015-05-22,개별,"전기,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",20,0,0,5,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1366,청화산카라반&캠핑,민간,대구광역시,군위군,대구 군위군 소보면 소보안계로 646-36,8,0,0,12,0,0,15,11,7,8,7,8,3,2,3,2016-04-07,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","산책로,낚시",14,0,0,12,"봄꽃여행,여름물놀이,가을단풍명소","릴선,화로대,난방기구,일산화탄소감지기",불가능
1367,체리블라썸야영장,민간,강원도,홍천군,강원도 홍천군 서석면 수하리 1102-3,5,0,0,1,0,,8,0,0,10,0,0,5,0,0,2017-08-09,개별,"전기,장작판매",계곡 물놀이,3,0,0,0,,,가능(소형견)
1368,초락나루펜션&글램핑,민간,충청남도,당진시,충청남도 당진시 석문면 감목길 154,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2016-12-30,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",,20,10,1,17,"여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
1369,초록빛언덕글램핑,민간,전라북도,무주군,전북 무주군 적상면 괴목로 603-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-21,,운동시설,,0,0,0,0,,,불가능
1370,초록슈피아오토캠핑장,민간,경상남도,밀양시,경남 밀양시 산내면 산내로 1174-1,0,30,0,0,0,,6,0,0,9,0,0,30,0,0,2015-08-26,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","계곡 물놀이,산책로,청소년체험시설",20,0,0,0,"가을단풍명소,걷기길",,가능(소형견)
1371,초막골생태공원 느티나무야영장,지자체,경기도,군포시,경기도 군포시 산본동 919 ,47,0,18,0,0,0,4,0,0,6,0,0,47,0,0,2016-06-20,불가,"전기,무선인터넷,온수,놀이터","계곡 물놀이,산책로,운동장,강/물놀이,청소년체험시설",60,2,4,18,걷기길,,불가능
1372,초안산캠핑장,지자체,서울특별시,노원구,서울시 노원구 월계동 750번지,16,35,0,0,0,,7,0,0,0,0,0,0,0,0,2018-02-07,개별,"전기,무선인터넷,온수,놀이터,운동시설,마트.편의점",,26,0,0,0,,,불가능
1373,초원오토캠핑장,민간,충청북도,충주시,충청북도 충주시 중앙탑면 감노로 2003 ,24,0,0,0,0,0,7,0,0,9,0,0,24,0,0,2015-04-30,개별,"전기,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",,8,1,0,0,,"텐트,화로대",불가능
1374,초전마을 캠핑장,민간,경상남도,남해군,경남 남해군 미조면 동부대로14번길 27-21,60,0,0,0,0,0,4,4,8,4,7,8,24,21,15,2016-09-05,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","산책로,수상레저,낚시,해수욕",5,0,0,0,"일출명소,수상레저,낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길","릴선,화로대",불가능
1375,초평밤나무,민간,충청북도,진천군,충청북도 진천군 초평면 화산리 875 ,30,0,0,0,0,,7,0,0,8,0,0,30,0,0,2016-07-20,개별,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",30,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
1376,최남단글램핑 ,지자체,제주특별자치도,서귀포시,제주특별자치도 서귀포시 최남단해안로 113-0 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-06-10,,,,0,0,0,0,,,불가능
1377,추동캠프,지자체,경기도,포천시,경기 포천시 창수면 포천로2811번길 194,18,0,0,0,0,,79,69,0,69,69,0,10,8,0,2016-01-13,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","산책로,운동장,강/물놀이,농어촌체험시설",15,0,0,4,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구,식기,침낭",불가능
1378,추암오토캠핑장,지자체,강원도,동해시,강원 동해시 촛대바위길 28 (추암동),10,32,0,0,0,,0,0,0,0,0,0,42,0,0,2017-08-03,개별,"전기,무선인터넷,놀이터,운동시설","수상레저,낚시,해수욕",22,0,0,0,"일출명소,낚시,여름물놀이,걷기길",,불가능
1379,추억만들기 캠핑장,민간,경기도,여주시,경기 여주시 북내면 당전로 470,0,20,0,0,0,,4,0,0,5,0,0,20,0,0,2015-11-05,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,10,0,0,0,"여름물놀이,가을단풍명소",,불가능
1380,추억촌,민간,강원도,강릉시,강원도 강릉시 성산면 대관령옛길 10 ,20,5,0,5,0,0,5,4,0,6,5,0,10,10,0,2015-04-20,개별,"전기,무선인터넷,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,해수욕",0,0,0,0,"봄꽃여행,가을단풍명소,걷기길",,불가능
1381,축령산 자연휴양림,지자체,경기도,남양주시,경기도 남양주시 수동면 축령산로 299 ,30,0,0,0,0,,4,0,0,4,0,0,0,0,0,2015-07-01,개별,"온수,물놀이장,놀이터",산책로,15,0,0,0,"가을단풍명소,걷기길",,불가능
1382,춘장대나드리캠핑장,민간,충청남도,서천군,충남 서천군 서면 춘장대길8번길 3,40,0,0,0,0,,5,6,0,6,7,0,20,20,0,2015-09-21,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장","수상레저,해수욕",20,0,8,0,"일출명소,일몰명소,여름물놀이","릴선,화로대,난방기구",가능(소형견)
1383,춘장대오토캠핑장,민간,충청남도,서천군,충청남도 서천군 서면 춘장대로 106 ,0,50,0,0,0,,0,0,0,0,0,0,0,0,0,,개별,"전기,온수","산책로,해수욕",100,0,0,0,"일몰명소,여름물놀이",,불가능
1384,춘천 박사마을 어린이 글램핑장,민간,강원도,춘천시,강원 춘천시 서면 박사로 770,0,10,24,0,0,,0,0,0,0,0,0,0,0,0,2016-07-11,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동장,운동시설",산책로,0,0,0,0,"가을단풍명소,걷기길",,불가능
1385,레스트,민간,강원도,춘천시,강원 춘천시 사북면 화악지암길 600-112,15,0,0,0,0,0,4,0,0,5,0,0,15,0,0,2016-05-23,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,8,0,0,0,"여름물놀이,가을단풍명소",,불가능
1386,춘천숲자연휴양림엔글램핑,지자체,강원도,춘천시,강원도 춘천시 동산면 군자리 산403 ,28,0,45,0,0,,0,0,0,0,0,0,0,0,0,2015-11-03,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동시설",계곡 물놀이,50,0,0,45,"스키,봄꽃여행,가을단풍명소,겨울눈꽃명소",,불가능
1387,춘천캠핑월드,민간,강원도,춘천시,강원도 춘천시 서면 툇골길 693-4 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-05-26,,"전기,온수,물놀이장,운동시설",,0,0,0,0,,,불가능
1388,충북대학교 천문대천문체험학교,지자체,충청북도,진천군,충북 진천군 문백면 은진로 29,0,18,0,0,0,0,5,0,0,5,0,0,0,0,0,2014-10-24,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설","운동장,수영장",0,0,0,0,"가을단풍명소,걷기길","텐트,릴선,화로대,식기",불가능
1389,충주 탄금호 캠핑리조트,민간,충청북도,충주시,충청북도 충주시 중앙탑면 중앙탑길 124,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-04-12,,,,0,0,0,0,,,불가능
1390,충주반딧불 오토캠핑장,민간,충청북도,충주시,충청북도 충주시 엄정면 가춘리길 19 ,0,60,0,3,0,,0,0,0,0,0,0,60,0,0,2013-07-18,,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",33,0,0,3,걷기길,"텐트,릴선,화로대,난방기구,식기",불가능
1391,충주카누캠핑장,민간,충청북도,충주시,충북 충주시 동량면 지등로 1276-4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-16,불가,"전기,장작판매,온수,운동시설",,12,0,0,0,"수상레저,낚시",,불가능
1392,충주호캠핑월드,민간,충청북도,충주시,충청북도 충주시 동량면 호반로 696-1 ,0,24,7,0,0,,7,0,0,8,0,0,24,0,0,2015-05-26,,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설","산책로,수상레저,어린이놀이시설",12,0,0,10,"낚시,여름물놀이,가을단풍명소",,불가능
1393,충청남도산림자원연구소(금강자연휴양림),자연휴양림,세종특별자치시,금남면,세종특별자치시 금남면 산림박물관길 110 ,20,0,0,0,0,0,4,8,0,4,8,0,8,12,0,2015-06-02,개별,"온수,놀이터,산책로,운동시설,마트.편의점","계곡 물놀이,산책로,운동장,수영장",20,0,0,5,"일몰명소,봄꽃여행,가을단풍명소,걷기길",,불가능
1394,충효테마관광농원야영장,민간,경상남도,고성군,경상남도 고성군 대가면 유흥갈천길 240,0,31,4,0,0,,8,0,0,8,0,0,31,0,0,2016-12-29,개별,"전기,장작판매,온수,물놀이장,마트.편의점","산책로,수영장",20,0,0,13,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
1395,치산관광지 캠핑장,지자체,경상북도,영천시,경북 영천시 신녕면 치산관광길 263,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2012-11-08,개별,"전기,온수,놀이터","계곡 물놀이,산책로",31,2,2,28,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1396,치악신림오토캠핑장,민간,강원도,원주시,강원도 원주시 신림면 성남로 194 ,0,45,0,0,0,,7,0,0,8,0,0,45,0,0,2015-06-01,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설,마트.편의점",계곡 물놀이,60,0,0,0,가을단풍명소,"텐트,릴선,화로대,난방기구",불가능
1397,청양 칠갑산 오토캠핑장,지자체,충청남도,청양군,충청남도 청양군 대치면 까치내로 710 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2013-03-05,개별,"전기,온수,운동장",,0,0,0,0,,,불가능
1398,칠갑산 자연휴양림,자연휴양림,충청남도,청양군,충남 청양군 대치면 칠갑산로 668-103,0,20,0,0,0,,3,0,0,2,0,0,20,0,0,2015-07-31,개별,"전기,물놀이장,놀이터,운동시설,마트.편의점","계곡 물놀이,산책로",20,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
1399,칠갑산도림휴양림캠핑장,민간,충청남도,청양군,충남 청양군 장평면 도림로 354,9,0,0,0,0,0,3,0,0,3,0,0,9,0,0,2016-07-20,개별,"온수,물놀이장,운동시설",계곡 물놀이,0,0,0,0,"낚시,여름물놀이,가을단풍명소",,가능(소형견)
1400,칠곡보 오토캠핑장,민간,경상북도,칠곡군,경북 칠곡군 약목면 강변서로 110-43,99,0,0,0,0,0,10,10,10,15,10,80,9,40,20,2015-06-26,개별,"전기,온수,물놀이장,놀이터,운동시설","산책로,낚시,어린이놀이시설",30,0,0,0,여름물놀이,,불가능
1401,칠포오토캠핑장,민간,경상북도,포항시,경북 포항시 북구 흥해읍 암각화길 41,44,0,0,0,0,,7,0,0,7,0,0,44,0,0,2015-07-15,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,수상레저,낚시,해수욕,어린이놀이시설",22,0,0,0,여름물놀이,,불가능
1402,칡소폭포 캠핑장,민간,강원도,홍천군,강원도 홍천군 내면 을수길 27 ,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-06-15,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점","계곡 물놀이,산책로,낚시,농어촌체험시설",12,0,0,6,여름물놀이,,불가능
1403,침벽캠핑장 ,민간,경상북도,영양군,경상북도 영양군 영양읍 영양로 1154-35 ,40,0,0,0,0,,0,0,0,0,0,0,40,0,0,2015-09-08,개별,"전기,장작판매,온수,물놀이장,산책로,운동시설",산책로,15,2,0,0,"가을단풍명소,걷기길",,가능(소형견)
1404,카누글램핑펜션,지자체,강원도,화천군,강원 화천군 사내면 포화로 1004-21,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,개별,"전기,온수,물놀이장,운동시설",강/물놀이,0,0,0,0,,,불가능
1405,카라반 르 몽드,민간,경상남도,김해시,경남 김해시 가야테마길 161 (어방동),0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2015-05-21,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동장,운동시설",,30,0,0,0,,,불가능
1406,카라반캠프,민간,경기도,화성시,경기도 화성시 서신면 제부리 20-26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2017-06-13,개별,"전기,무선인터넷,장작판매,온수,마트.편의점","수상레저,낚시,해수욕",10,0,0,10,"수상레저,낚시,여름물놀이",,불가능
1407,카라반 캠핑장,지자체,경기도,포천시,경기도 포천시 이동면 도평리 538-8 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-03-22,,,,0,0,0,0,,,불가능
1408,카라반랜드,민간,경기도,안산시,경기도 안산시 단원구 수영목길 27-75 ,0,0,0,22,0,,0,0,0,0,0,0,0,0,0,2016-07-28,개별,"전기,장작판매,물놀이장,운동시설,마트.편의점",,22,0,0,22,일몰명소,,불가능
1409,카라반베이캠핑장 ,민간,경기도,용인시,경기 용인시 처인구 포곡읍 전대로 62,0,0,20,30,0,,0,0,0,0,0,0,0,0,0,2016-10-14,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,0,0,0,0,,,불가능
1410,카라반에코빌리지,민간,충청남도,홍성군,충남 홍성군 구항면 오봉리 131-6,0,0,0,10,0,,0,0,0,0,0,0,0,0,0,2017-08-11,개별,"전기,온수,트렘폴린,운동시설",산책로,10,0,0,10,걷기길,,불가능
1411,카카오캠핑장,민간,경상북도,안동시,경상북도 안동시 예안면 장갈로 39 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-20,,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설",,0,0,0,0,,,불가능
1412,케이 캠핑장(K캠핑장),민간,경기도,가평군,경기 가평군 가평읍 경반안로 229,19,0,0,9,0,0,11,0,0,9,0,0,19,0,0,2017-03-08,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,마트.편의점","계곡 물놀이,산책로,운동장",1,1,0,1,"여름물놀이,가을단풍명소,겨울눈꽃명소",,가능(소형견)
1413,캄파슬로우캠핑장,민간,강원도,원주시,강원 원주시 판부면 백운산길 67-103,13,0,2,0,0,,0,0,0,0,0,0,0,0,0,2015-05-01,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","계곡 물놀이,산책로",8,0,0,2,"여름물놀이,가을단풍명소",,불가능
1414,캐나디언 카누클럽 야영장,민간,강원도,홍천군,강원 홍천군 서면 마곡길 113-28,2,2,0,0,0,,8,0,0,10,0,0,2,0,0,2015-06-26,개별,"전기,온수","수상레저,낚시,청소년체험시설,어린이놀이시설",2,0,0,0,"낚시,여름물놀이",,불가능
1415,캐리비안캠프,민간,경기도,용인시,경기도 용인시 처인구 포곡읍 전대리 457-2 ,0,0,0,15,0,,0,0,0,0,0,0,0,0,0,2015-08-25,개별,"전기,무선인터넷,온수,물놀이장,놀이터,운동시설",,98,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",화로대,불가능
1416,캠누리 오토캠핑장,민간,강원도,홍천군,강원도 홍천군 서면 개야리 37 ,30,0,0,0,0,0,8,8,0,9,10,0,15,15,0,2015-06-01,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","낚시,청소년체험시설,어린이놀이시설",15,0,0,0,여름물놀이,,불가능
1417,캠파제주,지자체,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 574-23 (상효동),0,0,0,8,0,,0,0,0,0,0,0,0,0,0,2015-11-02,,"전기,무선인터넷,온수,놀이터",,8,0,0,8,"봄꽃여행,걷기길",,불가능
1418,캠프 예그리나,민간,경기도,파주시,경기 파주시 광탄면 쇠장이길 56,32,0,0,0,0,,700,0,0,800,0,0,32,0,0,2015-07-10,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,산책로,운동시설,마트.편의점","계곡 물놀이,강/물놀이",0,0,0,0,,,불가능
1419,캠프아이엔지,민간,경상북도,경주시,경북 경주시 강동면 호명큰골길 47,0,30,0,0,0,0,8,5,0,10,5,0,29,1,0,2015-08-07,개별,"전기,무선인터넷,장작판매,트렘폴린,물놀이장,산책로,운동시설,마트.편의점","계곡 물놀이,산책로,낚시,어린이놀이시설",35,1,1,5,"봄꽃여행,여름물놀이,가을단풍명소",릴선,불가능
1420,캠프도고,민간,충청남도,아산시,충청남도 아산시 선장면 삼봉로 70 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-11,,온수,,0,0,0,0,,,불가능
1421,캠프락캠핑장,민간,경기도,가평군,가평군 상면 원흥리 514-2,0,11,3,2,0,,5,3,3,9,6,8,11,1,1,2017-06-02,개별,"전기,무선인터넷,장작판매,온수,운동시설","계곡 물놀이,낚시,어린이놀이시설",8,0,0,8,"일몰명소,낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대,난방기구,식기,침낭",불가능
1422,캠프레이크,지자체,경기도,용인시,경기 용인시 기흥구 동탄기흥로785번길 21-5 (고매동),0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-15,개별,"전기,무선인터넷,장작판매,온수,운동시설",,20,0,0,0,,,불가능
1423,캠프리카캠핑장,민간,경기도,양주시,경기 양주시 백석읍 기산로440번길 127,40,0,10,0,0,,7,0,0,10,0,0,40,0,0,2016-06-15,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설","계곡 물놀이,산책로,운동장,강/물놀이,어린이놀이시설",25,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,걷기길","릴선,화로대",불가능
1424,캠프바베큐 ,민간,충청남도,천안시,충청남도 천안시 동남구 삼룡동 ,23,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-05-22,개별,"전기,무선인터넷,트렘폴린,물놀이장,산책로,운동장,운동시설,마트.편의점",,20,0,0,0,,"화로대,침낭",가능(소형견)
1425,캠프수풀이,민간,경기도,가평군,경기도 가평군 상면 임초리 608외 1필지,0,13,1,0,0,,3,7,11,6,6,7,5,5,3,2017-09-26,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","계곡 물놀이,강/물놀이",8,0,0,4,여름물놀이,"텐트,화로대,난방기구,식기",가능
1426,캠프오후4시,민간,경기도,포천시,경기도 포천시 군내면 청군로 2864번길22 ,0,0,0,7,0,,6,10,6,15,10,7,5,2,11,2016-11-15,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","계곡 물놀이,산책로",25,0,0,0,걷기길,,가능(소형견)
1427,캠프원 관광농원,민간,경상북도,청도군,경상북도 청도군 매전면 호화리 449 ,0,227,4,0,0,,12,0,0,7,0,0,227,0,0,2015-05-04,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점","계곡 물놀이,산책로,낚시,어린이놀이시설",64,0,0,9,여름물놀이,릴선,불가능
1428,캠프향기,민간,대전광역시,동구,대전 동구 산내로 710 (상소동),0,0,9,6,0,,0,0,0,0,0,0,0,0,0,2017-09-18,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설",산책로,18,0,0,15,여름물놀이,,불가능
1429,캠핑 뜨락 오토캠핑장,민간,경상북도,김천시,경상북도 김천시 조마면 강곡리 917-1 ,21,21,0,0,0,,7,6,0,9,8,0,17,4,0,2016-03-18,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,어린이놀이시설",15,0,0,0,"여름물놀이,가을단풍명소,걷기길","릴선,화로대",불가능
1430,캠핑494,지자체,강원도,평창군,강원도 평창군 봉평면 흥정계곡길 494 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-04-21,,"전기,온수",,0,0,0,0,,,불가능
1431,캠핑WE ,민간,인천광역시,중구,인천광역시 중구 을왕동 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-06-12,,,,0,0,0,0,,,가능
1432,캠핑라운드,민간,경상남도,양산시,경남 양산시 상북면 구소석5길 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-08-03,,,,0,0,0,0,,,불가능
1433,캠핑라운지,민간,경기도,포천시,경기도 포천시 이동면 성장로1289번길 155-76 ,12,37,20,0,0,,4,6,0,7,8,0,37,12,0,2016-07-15,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,강/물놀이",50,0,3,20,"일출명소,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대,난방기구,식기,침낭",불가능
1434,캠핑스타,민간,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함덕리 ,0,0,0,30,0,,0,0,0,0,0,0,0,0,0,2016-03-08,개별,"전기,운동시설",,0,0,0,0,,,불가능
1435,힐링캠프Sunset,민간,인천광역시,중구,인천 중구 선녀바위로 70,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-13,,"전기,운동시설",해수욕,0,0,0,0,,,불가능
1436,캠핑엔조이,민간,경기도,가평군,가평군 청평면 북한강로 2066,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-06-09,,,,0,0,0,0,,,가능
1437,캠핑월드,민간,울산광역시,울주군,울산 울주군 상북면 삽재로 169-5,0,34,5,0,0,,0,0,0,0,0,0,34,0,0,2015-04-27,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,어린이놀이시설",0,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
